PlayerID,Round,Question1,Question2,Membership,GameTactic,Income,LivingCost,MaxMortgage,StartingSavings,IncreaseSatisfaction,PreferredHouseRating,ActualHouseRating,Savings,BeginSatisfaction,EndSatisfaction,Damage,SpendableIncome,PayingDebt,PayingSatisfaction,PayingMeasures,RiverFloodedArea,RiverFloodedHouse,RainFloodedArea,RainFloodedHouse,Address,GreenGarden,AutomaticSteelWalls,Waterpump,Bulkhead,RiseGroundLevel,WaterproofWallsandFloors,Sandbags,Rainbarrel,Scenario,Game,FinalArea,Private_Measure,filter_$,Riverfloodlag,RainFloodlag,GreenGarden_Lead,Automatic_Lead,Waterpump_Lead,Bulkhead_Lead,RiseGround_Lead,Waterproof_Lead,Sandbag_Lead,Rainbarrel_Lead
10,2,2,1,3,4,180,105,300,80,21,8,6,15,8,10,0,45,0,1,11,2,2,2,2,N04,2,2,2,2,2,2,2,1,1,2,0,1,0,1,2,2,2,2,1,2,1,2,2
20,1,1,1,1,5,80,40,130,15,8,5,3,15,5,5,0,23,0,0,23,2,2,1,2,N07,1,2,2,2,2,2,1,2,2,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,NA,NA,1,5,80,40,130,15,8,5,3,15,5,NA,0,23,NA,NA,NA,NA,NA,NA,NA,N07,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,2,1,2,2,1,2,2,2,2,2
26,1,3,2,3,2,80,40,130,15,8,5,3,15,5,3,0,22,0,0,6,2,2,2,2,N07,2,2,1,2,2,2,2,2,2,4,0,1,0,2,2,2,2,2,2,2,2,2,1
40,1,3,4,1,4,80,40,130,15,8,5,4,15,5,3,0,22.5,0,0,12,1,1,2,2,U04,2,1,2,2,2,2,2,2,1,6,0,1,0,2,2,2,2,1,1,2,2,2,2
53,1,3,3,1,2,80,40,130,15,8,5,4,15,5,4,0,28,0,0,0,2,2,2,2,U04,2,2,2,2,2,2,2,2,1,7,0,0,0,2,1,2,2,2,2,2,2,2,2
26,2,3,3,3,2,80,40,130,15,8,5,3,16,3,4,0,24.3,0,0,11,2,2,2,2,N07,2,2,2,2,2,2,2,1,2,4,0,1,0,2,2,2,2,2,2,2,1,2,2
50,5,2,1,3,4,65,30,110,5,6,4,3,16,3,19,0,48,0,8,0,2,2,2,2,N07,1,2,2,2,2,1,2,2,1,7,0,1,1,2,1,2,1,2,2,2,2,2,2
27,4,1,1,2,2,100,50,170,30,10,6,5,16.6,9,11,0,40,0,3,3,2,2,1,2,D05,2,2,2,2,2,2,1,2,2,4,0,1,0,2,2,2,2,2,2,2,2,2,2
30,3,NA,NA,2,1,100,50,170,30,10,6,4,16.7,6,6,0,33,0,2,0,1,1,2,2,U04,2,2,2,2,2,2,2,2,2,4,0,0,0,2,2,2,2,2,2,2,2,1,2
49,4,1,3,1,4,180,105,300,80,21,8,8,17,13,14,0,37,0,0,20,2,2,1,2,D01,2,2,2,2,2,1,2,2,1,7,0,1,0,2,2,2,2,2,2,2,2,2,2
49,5,1,3,1,4,180,105,300,80,21,8,8,17,14,17,0,37,0,1,0,2,2,1,2,D01,2,2,2,2,2,2,2,2,1,7,0,0,1,2,1,2,1,2,2,2,2,2,2
25,3,3,3,2,4,65,30,110,5,6,4,2,18.8,4,5,0,27.32,0,0,20,2,2,2,2,D10,1,2,2,2,2,2,2,2,2,4,0,1,0,2,2,1,2,2,2,1,2,2,1
3,4,2,2,2,3,100,50,170,30,10,6,6,19,2,5,0,37,0,0,35,1,2,2,2,U01,2,2,2,2,1,2,2,2,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2
36,5,1,3,1,2,80,40,130,15,8,5,6,19,3,10,0,26,0,3,0,2,2,2,2,N05,2,2,2,2,2,2,2,2,2,5,0,0,1,2,1,2,2,2,2,2,2,2,1
45,5,NA,NA,1,1,100,50,170,30,10,6,5,19,9,15,0,38,0,3,0,1,2,1,2,D05,2,2,2,2,2,2,2,2,1,6,0,0,1,2,2,2,2,2,2,2,2,1,2
51,4,1,2,1,2,100,50,170,30,10,6,6,19,5,5,0,27,0,0,0,2,2,1,2,N04,2,2,2,2,2,2,2,2,1,7,0,0,0,2,2,2,2,2,2,2,2,2,2
2,1,5,NA,2,2,120,65,200,50,13,7,5,20,5,6,0,48,0,0,35,2,2,2,2,D05,2,2,2,2,1,2,2,2,1,1,0,1,0,2,2,1,2,2,2,2,2,2,2
6,4,3,3,1,4,100,50,170,30,10,6,6,20,6,6,0,28,0,0,0,2,2,2,2,N04,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
23,1,2,3,3,4,100,50,170,30,10,6,5,20,5,10,0,138,0,1,55,2,2,1,2,D05,1,2,2,2,1,2,2,2,2,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,NA,NA,2,1,100,50,170,30,10,6,4,20,5,4,0,33,0,0,11,2,2,2,2,U04,2,2,2,2,2,2,2,1,2,4,0,1,0,2,2,1,2,2,2,2,2,2,2
2,3,3,2,2,2,120,65,200,50,13,7,5,21,8,9,0,49,0,0,11,2,2,2,2,D05,2,2,2,2,2,2,2,1,1,1,0,1,0,2,1,2,2,2,2,2,2,2,2
4,4,1,2,2,4,80,40,130,15,8,5,2,21,2,2,0,30,0,0,0,2,2,1,2,D10,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
37,5,3,2,1,2,100,50,170,30,10,6,6,21,12,19,0,34,0,1,0,2,2,2,2,N04,2,2,2,2,2,2,2,2,2,5,0,0,1,2,1,2,2,1,2,2,2,2,2
43,4,1,2,1,1,80,40,130,15,8,5,2,21,3,4,0,40,0,2,0,2,2,2,2,D09,2,2,2,2,2,2,2,2,1,6,0,0,0,1,2,2,2,2,2,2,2,2,2
30,2,2,4,2,1,100,50,170,30,10,6,4,22,4,6,0,36.7,0,0,20,2,2,2,2,U04,1,2,2,2,2,2,2,2,2,4,0,1,0,2,2,2,2,2,2,2,2,2,2
43,5,2,2,1,1,80,40,130,15,8,5,2,24,4,12,0,43,0,5,0,1,1,1,2,D09,2,2,2,2,2,2,2,2,1,6,0,0,1,2,2,2,2,1,2,2,2,2,2
38,4,1,1,1,1,80,40,130,15,8,5,5,25,3,3,0,68,0,0,0,2,2,1,2,D05,2,2,2,2,2,2,2,2,2,5,0,0,0,2,2,2,2,2,2,2,2,2,2
45,4,1,2,1,1,100,50,170,30,10,6,5,25,7,9,0,39,0,2,0,2,2,2,2,D05,2,2,2,2,2,2,2,2,1,6,0,0,0,1,2,2,2,2,2,2,2,2,2
45,3,2,2,1,1,100,50,170,30,10,6,5,26,6,7,0,45,0,2,0,1,2,2,2,D05,2,2,2,2,2,2,2,2,1,6,0,0,0,2,2,2,2,2,2,2,2,2,2
45,2,2,2,1,1,100,50,170,30,10,6,5,27,6,6,0,46,0,0,20,2,2,2,2,D05,2,1,2,1,2,2,2,2,1,6,0,1,0,2,1,2,2,2,2,2,2,2,2
51,5,1,2,1,2,100,50,170,30,10,6,6,27,5,14,0,35,0,3,0,2,2,2,2,N04,2,2,2,2,2,2,2,2,1,7,0,0,1,2,1,2,2,2,1,2,2,2,2
6,5,3,3,1,4,100,50,170,30,10,6,6,28,6,13,0,36,0,0,0,2,2,2,2,N04,2,2,2,2,2,2,2,2,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2
38,3,1,1,1,1,80,40,130,15,8,5,5,28,3,3,0,40,15,0,0,2,2,2,2,D05,2,2,2,2,2,2,2,2,2,5,0,0,0,2,2,2,2,2,2,2,2,2,2
53,2,3,1,1,2,80,40,130,15,8,5,6,28,4,5,0,0,0,0,0,2,2,2,2,N05,2,2,2,2,2,2,2,2,1,7,0,0,0,2,2,2,2,2,2,2,2,2,2
4,5,1,2,2,4,80,40,130,15,8,5,2,30,2,8,0,39,0,0,0,2,2,2,2,D10,2,2,2,2,2,2,2,2,1,1,0,0,1,2,1,2,2,2,2,2,2,2,2
13,1,2,3,1,NA,100,50,170,30,10,6,2,30,5,0,0,58,0,0,6,1,1,2,2,U10,2,2,1,2,2,2,2,2,1,2,1,1,0,2,1,2,2,2,2,2,2,2,1
16,1,3,1,3,3,120,65,200,50,13,7,6,30,5,2,0,52,0,0,31,1,1,2,2,U01,1,2,2,2,2,2,2,1,1,2,0,1,0,2,1,2,2,2,2,1,2,2,2
16,2,3,1,3,3,120,65,200,50,13,7,6,30,2,5,4,68,0,0,35,2,2,2,2,U01,2,2,2,2,1,2,2,2,1,2,0,1,0,1,2,2,2,2,2,2,2,2,2
16,3,3,2,3,3,120,65,200,50,13,7,6,30,5,5,0,52,0,0,0,2,2,1,2,U01,2,2,2,2,2,2,2,2,1,2,1,0,0,2,2,2,2,1,2,2,1,1,2
18,2,NA,NA,1,4,120,65,200,50,13,7,6,30,7,NA,0,30,NA,NA,NA,NA,NA,NA,NA,N04,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,2,1,2,2,2,2,2,2,2,2
21,1,3,4,3,5,100,50,170,30,10,6,5,30,5,4,0,49,0,0,6,2,2,1,2,D04,2,2,1,2,2,2,2,2,2,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,3,2,2,2,100,50,170,30,10,6,5,30,5,7,0,49,0,0,35,2,2,2,2,D05,2,2,2,2,1,2,2,2,2,4,0,1,0,2,2,1,2,2,2,2,2,2,2
37,1,3,2,1,2,100,50,170,30,10,6,6,30,5,7,0,43,0,0,11,2,2,2,2,N04,2,2,2,2,2,2,2,1,2,5,0,1,0,2,2,2,2,2,2,2,2,2,2
39,1,3,3,1,1,100,50,170,30,10,6,5,30,5,4,0,49,0,0,3,2,2,2,2,D04,2,2,2,2,2,2,1,2,2,5,0,1,0,2,2,2,2,2,2,2,2,2,2
45,1,4,1,1,1,100,50,170,30,10,6,5,30,5,6,0,50,0,0,23,2,2,1,2,D05,1,2,2,2,2,1,1,2,1,6,0,1,0,1,1,2,1,2,1,2,2,2,2
47,1,1,2,1,3,100,50,170,30,10,6,5,30,5,8,0,49,0,1,35,2,2,2,2,D04,2,2,2,2,1,2,2,2,1,7,0,1,0,2,1,2,2,2,2,2,2,2,2
37,2,3,3,1,2,100,50,170,30,10,6,6,32,7,8,0,45,0,1,0,2,2,2,2,N04,2,2,2,2,2,2,2,2,2,5,0,0,0,2,2,2,2,2,2,2,2,2,2
37,3,3,3,1,2,100,50,170,30,10,6,6,35,8,9,0,53,0,1,0,2,2,2,2,N04,2,2,2,2,2,2,2,2,2,5,0,0,0,2,2,2,2,2,2,1,2,2,2
46,1,4,5,1,2,120,65,200,50,13,7,6,35,5,4,0,55,0,0,3,2,2,2,2,U01,2,2,2,2,2,2,1,2,1,7,0,1,0,1,1,2,2,2,2,2,2,2,1
28,3,3,4,3,4,120,65,200,50,13,7,5,37,8,7,0,60.8,0,0,0,1,1,2,2,D04,2,2,2,2,2,2,2,2,2,4,0,0,0,2,2,2,2,2,2,2,2,1,2
38,5,1,1,1,1,80,40,130,15,8,5,5,37,3,10,0,80,0,0,0,2,2,2,2,D05,2,2,2,2,2,2,2,2,2,5,0,0,1,2,1,2,2,2,2,2,2,1,2
2,4,2,2,2,2,120,65,200,50,13,7,5,38,9,9,0,66,0,0,0,2,2,2,2,D05,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
25,5,3,3,2,4,65,30,110,5,6,4,2,38,9,16,0,50,0,2,0,2,2,2,2,D08,2,2,2,2,2,2,2,2,2,4,0,0,1,2,1,2,2,1,2,2,2,2,2
10,1,2,2,3,4,180,105,300,80,21,8,6,40,5,8,0,70,0,0,55,1,2,2,2,N04,1,2,2,2,1,2,2,2,1,2,0,1,0,2,1,2,2,2,2,2,2,2,1
48,5,1,4,3,1,80,40,130,15,8,5,2,41,3,10,1,50,0,2,20,2,2,2,2,U08,2,1,2,1,2,2,2,2,1,7,0,1,1,2,1,2,2,2,2,1,2,2,2
49,3,1,3,1,4,180,105,300,80,21,8,8,42,11,13,0,62,0,2,3,2,2,2,2,D01,2,2,2,2,2,2,1,2,1,7,0,1,0,2,1,2,2,2,2,2,1,2,2
21,2,NA,NA,3,5,100,50,170,30,10,6,5,43,4,NA,0,62,NA,NA,NA,NA,NA,NA,NA,D04,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,2,1,2,2,2,2,2,2,2,2
37,4,3,2,1,2,100,50,170,30,10,6,6,43,9,12,0,56,0,0,35,2,2,1,2,N04,2,2,2,2,1,2,2,2,2,5,0,1,0,2,2,2,2,2,2,2,2,2,2
39,2,3,3,1,1,100,50,170,30,10,6,5,46,4,4,0,65,0,0,0,2,2,2,2,D04,2,2,2,2,2,2,2,2,2,5,0,0,0,2,2,2,2,2,1,2,2,2,2
1,1,3,NA,1,4,180,105,300,80,21,8,8,50,5,8,0,93,0,0,35,2,2,2,2,D01,2,2,2,2,1,2,2,2,1,1,0,1,0,NA,NA,1,2,2,2,2,2,2,2
18,1,2,3,1,4,120,65,200,50,13,7,6,50,5,7,0,65,0,0,35,2,2,1,2,N04,2,2,2,2,1,2,2,2,2,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,3,3,3,4,120,65,200,50,13,7,5,50,5,5,0,70,0,0,20,2,2,2,2,D04,1,2,2,2,2,2,2,2,2,4,0,1,0,2,2,2,2,2,2,1,2,2,2
28,2,3,3,3,4,120,65,200,50,13,7,5,50,5,8,0,72,0,0,35,2,2,2,2,D04,2,2,2,2,1,2,2,2,2,4,0,1,0,2,2,2,2,2,2,2,2,2,2
46,2,1,1,1,2,120,65,200,50,13,7,8,52,4,6,0,22,0,0,11,2,2,1,2,D02,2,2,2,2,2,2,2,1,1,7,0,1,0,2,2,1,2,2,2,2,2,2,2
49,2,1,2,1,4,180,105,300,80,21,8,8,54,9,11,0,84,0,2,0,2,2,1,2,D01,2,2,2,2,2,2,2,2,1,7,0,0,0,2,2,2,2,2,2,2,2,1,2
31,5,1,1,1,3,180,105,300,80,21,8,8,55.83,12,19,0,96.13,0,3,20,2,2,2,2,D01,1,2,2,2,2,2,2,2,2,4,0,1,1,2,1,2,2,2,2,2,2,1,2
1,2,1,3,1,NA,180,105,300,80,21,8,8,58,8,10,0,101,0,0,20,2,2,2,2,D01,1,2,2,2,2,2,2,2,1,1,1,0,0,2,2,2,2,2,2,1,2,2,2
31,4,1,1,1,3,180,105,300,80,21,8,8,59.7,11,12,0,97.83,0,2,0,2,2,1,2,D01,2,2,2,2,2,2,2,2,2,4,0,0,0,2,2,1,2,2,2,2,2,2,2
3,2,2,2,2,3,100,50,170,30,10,6,6,61,2,2,3,12,0,0,8,2,2,1,2,U01,2,2,2,1,2,2,2,2,1,1,0,1,0,1,2,2,2,2,2,2,2,1,2
28,4,3,3,3,4,120,65,200,50,13,7,5,61,7,6,0,86,0,0,3,2,2,1,2,D04,2,2,2,2,2,2,1,2,2,4,0,1,0,1,2,2,2,2,2,2,2,2,2
39,3,3,3,1,1,100,50,170,30,10,6,5,65,4,4,0,84,0,0,8,2,2,2,2,D04,2,2,2,1,2,2,2,2,2,5,0,1,0,2,2,2,2,2,2,2,2,2,2
2,5,2,1,2,2,120,65,200,50,13,7,5,66,9,17,0,94,0,1,0,2,2,2,2,D05,2,2,2,2,2,2,2,2,1,1,0,0,1,2,2,2,1,2,2,2,2,2,2
31,3,NA,NA,1,3,180,105,300,80,21,8,8,66,10,11,0,101.7,0,2,0,2,2,2,2,D01,2,2,2,2,2,2,2,2,2,4,0,0,0,2,2,2,2,2,2,2,2,2,2
42,2,2,2,1,1,180,105,300,80,21,8,8,69,8,9,0,99,0,1,8,2,2,2,2,D01,2,2,2,1,2,2,2,2,1,6,0,1,0,2,2,2,2,2,2,2,2,2,2
42,3,3,4,1,1,180,105,300,80,21,8,8,70,9,8,0,100,0,0,0,1,2,2,2,D01,2,2,2,2,2,2,2,2,1,6,0,0,0,2,2,2,2,2,2,2,2,2,2
23,2,NA,NA,3,4,100,50,170,30,10,6,5,73,10,NA,0,111,NA,NA,NA,NA,NA,NA,NA,N05,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,2,1,2,1,1,2,2,2,2,2
31,2,1,1,1,3,180,105,300,80,21,8,8,75,8,10,0,108,0,2,0,2,2,2,2,D01,2,2,2,2,2,2,2,2,2,4,0,0,0,2,2,2,2,2,2,2,2,2,2
39,4,3,3,1,1,100,50,170,30,10,6,5,76,4,3,0,95,0,0,0,2,2,1,1,D04,2,2,2,2,2,2,2,2,2,5,0,0,0,2,2,2,2,2,2,2,2,2,2
17,1,3,2,2,4,180,105,300,80,21,8,6,80,5,4,0,120,0,0,29,2,2,1,1,U01,2,2,1,2,2,1,1,2,2,3,0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA
31,1,1,NA,1,3,180,105,300,80,21,8,8,80,5,8,0,110,0,0,35,2,2,2,2,D01,2,2,2,2,1,2,2,2,2,4,0,1,0,2,2,2,2,2,2,2,2,2,2
42,1,2,2,1,1,180,105,300,80,21,8,8,80,5,8,0,110,0,1,20,2,2,2,2,D01,1,2,2,2,2,2,2,2,1,6,0,1,0,1,1,2,2,2,1,2,2,2,2
49,1,1,2,1,4,180,105,300,80,21,8,8,80,5,9,0,110,0,1,35,2,2,2,2,D01,2,2,2,2,1,2,2,2,1,7,0,1,0,2,2,2,2,2,2,2,2,2,2
28,5,3,2,3,4,120,65,200,50,13,7,5,86,6,14,0,103,0,4,0,2,2,2,2,D04,2,2,2,2,2,2,2,2,2,4,0,0,1,2,1,2,2,2,2,2,2,1,2
17,2,NA,NA,2,4,180,105,300,80,21,8,6,91,4,NA,0,131,NA,NA,NA,NA,NA,NA,NA,U01,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,2,1,2,2,2,2,1,2,2,2
39,5,3,3,1,1,100,50,170,30,10,6,5,95,3,10,1,110,0,0,0,2,2,2,2,D04,2,2,2,2,2,2,2,2,2,5,0,0,1,2,1,2,1,2,2,2,2,2,2
42,4,3,4,1,1,180,105,300,80,21,8,8,100,8,8,0,130,0,0,0,2,2,2,2,D01,2,2,2,2,2,2,2,2,1,6,0,0,0,1,2,2,2,2,2,2,2,2,2
42,5,3,4,1,1,180,105,300,80,21,8,8,130,8,19,0,160,0,7,0,1,1,1,2,D01,2,2,2,2,2,2,2,2,1,6,0,0,1,2,2,2,2,1,2,2,2,2,2
